System_Name,source_id_1,ra_1,dec_1,pmra_1,pmra_error_1,pmdec_1,pmdec_error_1,parallax_1,parallax_error_1,phot_g_mean_mag_1,phot_g_mean_flux_1,phot_g_mean_flux_error_1,phot_bp_mean_mag_1,phot_bp_mean_flux_1,phot_bp_mean_flux_error_1,phot_rp_mean_mag_1,phot_rp_mean_flux_1,phot_rp_mean_flux_error_1,u_sdss_1,g_sdss_1,r_sdss_1,i_sdss_1,z_sdss_1,e_u_sdss_1,e_g_sdss_1,e_r_sdss_1,e_i_sdss_1,e_z_sdss_1,u_smap_1,v_smap_1,g_smap_1,r_smap_1,i_smap_1,z_smap_1,e_u_smap_1,e_v_smap_1,e_g_smap_1,e_r_smap_1,e_i_smap_1,e_z_smap_1,g_pstarr_1,r_pstarr_1,i_pstarr_1,z_pstarr_1,y_pstarr_1,e_g_pstarr_1,e_r_pstarr_1,e_i_pstarr_1,e_z_pstarr_1,e_y_pstarr_1,j_tmass_1,h_tmass_1,ks_tmass_1,e_j_tmass_1,e_h_tmass_1,e_ks_tmass_1,LoggH_1,e_LoggH_upper_1,e_LoggH_lower_1,TeffH_1,e_TeffH_upper_1,e_TeffH_lower_1,MassH_1,e_MassH_upper_1,e_MassH_lower_1,cool_ageH_1,e_cool_ageH_upper_1,e_cool_ageH_lower_1,init_mass_1,e_init_mass_upper_1,e_init_mass_lower_1,tot_age_1,e_tot_age_upper_1,e_tot_age_lower_1,sp_type_1,sp_type_source_1,source_id_2,ra_2,dec_2,pmra_2,pmra_error_2,pmdec_2,pmdec_error_2,parallax_2,parallax_error_2,phot_g_mean_mag_2,phot_g_mean_flux_2,phot_g_mean_flux_error_2,phot_bp_mean_mag_2,phot_bp_mean_flux_2,phot_bp_mean_flux_error_2,phot_rp_mean_mag_2,phot_rp_mean_flux_2,phot_rp_mean_flux_error_2,u_sdss_2,g_sdss_2,r_sdss_2,i_sdss_2,z_sdss_2,e_u_sdss_2,e_g_sdss_2,e_r_sdss_2,e_i_sdss_2,e_z_sdss_2,u_smap_2,v_smap_2,g_smap_2,r_smap_2,i_smap_2,z_smap_2,e_u_smap_2,e_v_smap_2,e_g_smap_2,e_r_smap_2,e_i_smap_2,e_z_smap_2,g_pstarr_2,r_pstarr_2,i_pstarr_2,z_pstarr_2,y_pstarr_2,e_g_pstarr_2,e_r_pstarr_2,e_i_pstarr_2,e_z_pstarr_2,e_y_pstarr_2,j_tmass_2,h_tmass_2,ks_tmass_2,e_j_tmass_2,e_h_tmass_2,e_ks_tmass_2,LoggH_2,e_LoggH_upper_2,e_LoggH_lower_2,TeffH_2,e_TeffH_upper_2,e_TeffH_lower_2,MassH_2,e_MassH_upper_2,e_MassH_lower_2,cool_ageH_2,e_cool_ageH_upper_2,e_cool_ageH_lower_2,init_mass_2,e_init_mass_upper_2,e_init_mass_lower_2,tot_age_2,e_tot_age_upper_2,e_tot_age_lower_2,sp_type_2,sp_type_source_2,sep_AU,wtd_par,e_wtd_par,R_chance_align
WDWD Gaia EDR3 1068909504756042112,1068909504756042112,137.8758475,66.7501861,-70.139,0.144,-85.592,0.228,8.073,0.190,19.0634,446.24,0.75,19.3622,245.77,5.58,18.7077,260.67,6.70,19.9265,19.3371,19.1250,19.0452,19.0129,0.0436,0.0112,0.0135,0.0150,0.0436,,,,,,,,,,,,,19.32800,19.08530,19.02520,19.07710,19.09480,0.01269,0.00749,0.00599,0.00937,0.03192,,,,,,,8.029,0.038,0.038,6824,87,94,0.609,0.022,0.022,1.7501,0.0404,0.0398,1.311,0.721,0.274,6.2513,5.5532,3.1242,DA,2013ApJS..204....5K,1068908650057637248,137.8952005,66.7186319,-70.354,0.194,-86.552,0.297,8.171,0.250,19.4816,303.61,0.64,19.7502,171.92,6.40,19.0351,192.80,5.15,20.7899,19.8649,19.5006,19.3772,19.3577,0.0851,0.0156,0.0179,0.0188,0.0571,,,,,,,,,,,,,19.79320,19.45910,19.34710,19.37160,19.36580,0.00734,0.00515,0.00640,0.01621,0.04039,,,,,,,8.025,0.038,0.038,6129,74,78,0.603,0.022,0.022,2.3085,0.0684,0.0836,1.235,0.664,0.253,7.8070,6.6816,4.0316,,,14414.0760048,8.109,0.151,0.013827010482780075
WDWD Gaia EDR3 1075991630949164288,1075991635244641920,178.4099408,73.7818515,-37.804,0.456,-22.775,0.496,6.876,0.364,19.9977,188.74,0.77,20.2616,107.34,6.97,19.5576,119.16,5.04,,,,,,,,,,,,,,,,,,,,,,,20.18680,20.06580,19.95620,19.97260,19.81420,0.02095,0.02487,0.03453,0.02439,0.14507,,,,,,,8.489,0.076,0.073,6656,230,246,0.907,0.051,0.048,4.4841,0.0827,0.0784,4.309,0.784,0.557,4.6515,0.1113,0.0973,,,1075991630949164288,178.4033503,73.7798684,-37.976,0.475,-23.465,0.521,8.022,0.328,19.8487,216.50,0.75,20.1114,123.27,7.07,19.4406,132.71,7.05,,,,,,,,,,,,,,,,,,,,,,,20.13050,19.86500,19.75900,19.81990,19.48010,0.00982,0.03182,0.02604,0.02938,0.03223,,,,,,,8.179,0.078,0.074,6105,176,182,0.700,0.051,0.049,3.4078,0.3754,0.2990,2.927,0.313,0.532,3.9010,0.5370,0.3247,,,1297.2788489,7.509,0.243,6.672576422429222e-05
WDWD Gaia EDR3 1083458521787419008,1083458521787419008,121.2579025,59.0711751,-53.634,0.369,-66.168,0.336,7.998,0.493,19.6292,265.02,1.10,19.2959,261.25,30.84,18.9592,206.76,7.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.902,0.369,0.331,5944,607,792,0.530,0.186,0.207,2.0652,0.2964,0.7428,0.539,2.506,1.801,81.7725,nan,79.2717,,,1083458521787418880,121.2574004,59.0709697,-58.358,0.347,-64.615,0.373,7.486,0.462,19.7171,244.40,1.02,19.6744,184.36,25.93,18.8987,218.61,25.17,,,,,,,,,,,,,,,,,,,,,,,19.39940,19.17760,19.11430,19.13780,19.14990,0.01330,0.01000,0.01273,0.01505,0.03261,,,,,,,7.766,0.127,0.123,5906,226,248,0.457,0.063,0.067,1.7491,0.0936,0.1131,-0.093,0.548,0.583,nan,nan,nan,,,153.7091680,7.725,0.337,1.1657013452495877e-07
WDWD Gaia EDR3 1087317562789799680,1087317562789799680,112.3218581,62.3449062,83.644,0.180,-70.915,0.149,12.001,0.206,18.7762,581.39,0.92,18.9683,353.27,7.30,18.3366,366.88,6.64,,,,,,,,,,,,,,,,,,,,,,,18.99090,18.73190,18.67740,18.67820,18.71470,0.01264,0.00554,0.00874,0.02301,0.01814,,,,,,,8.278,0.041,0.040,6539,111,118,0.767,0.027,0.027,3.4481,0.1298,0.1125,3.324,0.138,0.142,3.7887,0.1375,0.1187,,,1087317567082694912,112.3204543,62.3448224,84.203,0.289,-64.339,0.240,11.566,0.327,19.4969,299.35,0.75,19.8456,157.47,9.82,18.8353,231.75,7.70,,,,,,,,,,,,,,,,,,,,,,,,19.45140,19.19410,19.10760,19.08570,,0.02033,0.01515,0.01852,0.03074,,,,,,,8.036,0.076,0.069,5103,115,119,0.603,0.047,0.044,5.7145,0.2715,0.2022,1.228,1.154,0.439,11.3108,20.4265,4.7102,,,199.1265567,11.877,0.175,2.289667540869145e-07
WDWD Gaia EDR3 1094734077955951232,1094734082252355968,117.2362349,64.8628277,-17.330,0.267,-27.977,0.277,2.873,0.313,19.6895,250.71,0.67,19.7493,172.07,7.20,19.6042,114.15,8.84,19.8793,19.6849,19.8532,19.9726,20.2483,0.0316,0.0132,0.0183,0.0273,0.1259,,,,,,,,,,,,,19.56650,19.74150,19.95290,20.05460,19.58470,0.00950,0.01925,0.02352,0.02031,0.12914,,,,,,,8.151,0.150,0.116,11708,1019,1218,0.696,0.094,0.076,0.5142,0.0449,0.0270,2.896,0.548,1.234,1.0235,1.5772,0.2041,,,1094734077955951232,117.2359600,64.8634275,-17.284,0.271,-28.655,0.282,3.048,0.325,19.6886,250.91,0.70,19.6486,188.78,7.92,19.6038,114.19,7.16,20.1771,19.7253,19.8195,19.8850,20.0956,0.0380,0.0135,0.0179,0.0254,0.1102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.948,0.196,0.171,10328,843,962,0.571,0.107,0.105,0.5396,0.0237,0.0243,0.894,1.863,0.910,17.4500,nan,16.3258,,,743.9605736,2.957,0.225,1.8761134950999796e-05
WDWD Gaia EDR3 1094968518747322624,1094968518747322624,121.3027320,65.4369427,10.609,0.074,-59.246,0.104,8.202,0.125,17.9661,1226.05,1.39,17.9284,920.60,7.78,17.7672,619.86,7.25,18.0344,17.8115,17.8867,17.9846,18.2248,0.0127,0.0056,0.0065,0.0082,0.0254,,,,,,,,,,,,,17.90990,17.99140,18.13720,18.31240,18.36800,0.00447,0.00708,0.00513,0.02214,0.02007,,,,,,,8.258,0.038,0.038,10699,224,238,0.763,0.024,0.025,0.7701,0.0082,0.0085,3.302,0.130,0.128,1.1174,0.0424,0.0385,,,1094968518745533440,121.3034180,65.4370750,9.813,0.232,-55.362,0.545,6.613,0.520,19.8539,215.47,1.15,17.9126,934.05,94.95,17.9194,538.78,62.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.702,0.535,0.840,5147,570,1700,0.418,0.209,0.524,2.5136,0.4484,1.5483,-0.437,2.376,4.549,nan,nan,nan,,,139.4635717,8.115,0.122,5.996790505736582e-05
WDWD Gaia EDR3 1096472822451826560,1096472822451826560,114.6826124,68.2669839,-21.262,0.158,-34.422,0.236,3.703,0.230,19.2914,361.73,0.80,19.3817,241.41,5.32,19.2969,151.49,5.41,,,,,,,,,,,,,,,,,,,,,,,19.24940,19.38630,19.54400,19.72310,19.66080,0.01112,0.01594,0.01421,0.03025,0.05947,,,,,,,8.055,0.144,0.135,10434,713,863,0.634,0.086,0.086,0.6059,0.0210,0.0200,2.098,0.975,1.400,1.8708,37.6381,0.8372,,,1096472818155770880,114.6854194,68.2692843,-21.456,0.389,-34.676,0.558,4.030,0.571,20.3937,131.06,0.53,20.5906,79.28,4.95,20.1477,69.19,4.97,,,,,,,,,,,,,,,,,,,,,,,20.49650,20.43570,20.41580,20.37140,19.92370,0.02452,0.02279,0.01622,0.05046,0.21970,,,,,,,8.017,0.173,0.174,7505,498,581,0.603,0.101,0.110,1.3459,0.0903,0.1172,1.233,1.725,1.013,6.8703,969.8114,5.0479,,,2423.8483568,3.749,0.214,0.0002559948897328713
WDWD Gaia EDR3 1099325161772414208,1099325161772414208,105.8576427,62.3799757,-110.722,0.033,-208.158,0.030,12.238,0.034,15.6498,10351.93,7.66,15.6051,7823.13,14.47,15.7931,3818.60,8.94,,,,,,,,,,,,,,,,,,,,,,,15.52240,15.81160,16.10240,16.34910,16.50450,0.00302,0.00188,0.00280,0.00129,0.00533,16.072,16.033,15.520,0.091,0.168,0.000,7.960,0.038,0.038,16409,268,281,0.593,0.012,0.012,0.1382,0.0031,0.0032,1.088,0.173,0.107,8.6131,3.7312,3.3591,DA,2011ApJ...743..138G,1099324955613356544,105.8596145,62.3805775,-109.421,0.546,-208.207,0.494,11.259,0.570,20.3795,132.78,0.64,20.5721,80.64,9.09,19.5714,117.66,8.07,,,,,,,,,,,,,,,,,,,,,,,,20.23780,19.82230,19.58250,19.37850,,0.05686,0.02411,0.04508,0.08115,,,,,,,7.634,0.144,0.133,3541,213,218,0.376,0.063,0.066,7.1699,0.6183,0.6445,-0.796,0.544,0.576,nan,nan,nan,,,322.0277998,12.235,0.034,1.3487700325807013e-11
WDWD Gaia EDR3 1100267237077449728,1100655330324351616,103.3598252,64.0599090,-133.360,0.041,-398.374,0.052,35.846,0.054,16.4877,4785.01,2.07,16.7969,2610.17,14.64,16.0092,3129.55,9.02,,,,,,,,,,,,,,,,,,,,,,,16.84450,16.48460,16.34910,16.33250,16.31590,0.00514,0.00353,0.00342,0.00477,0.00657,15.533,15.412,15.331,0.061,0.098,0.165,8.102,0.038,0.038,5863,70,70,0.650,0.008,0.008,3.1954,0.0735,0.0676,2.374,0.137,0.141,4.0942,0.1828,0.1495,DA,2011ApJ...743..138G,1100267237077449728,103.4587724,63.9310218,-133.644,0.036,-397.643,0.037,35.973,0.045,16.2653,5872.45,2.59,16.5522,3269.84,10.94,15.8181,3731.76,12.03,,,,,,,,,,,,,,,,,,,,,,,16.59720,16.27420,16.14710,16.13910,16.13230,0.01074,0.00243,0.00493,0.00629,0.00424,15.282,15.095,14.908,0.049,0.078,0.114,8.036,0.038,0.038,6044,73,73,0.610,0.007,0.007,2.4588,0.0460,0.0413,1.338,0.207,0.105,6.6640,1.3240,1.5875,,,13629.2159491,35.921,0.035,0.0024673948511021856
WDWD Gaia EDR3 1100572690856613376,1100572690856613376,104.5915490,63.6182358,43.438,0.428,-14.967,0.379,6.574,0.474,20.0737,175.98,0.64,20.4373,91.31,5.63,19.7553,99.32,6.18,,,,,,,,,,,,,,,,,,,,,,,20.29200,20.05980,20.01210,19.92350,19.65910,0.08472,0.01429,0.02395,0.02149,0.17598,,,,,,,8.166,0.150,0.147,6189,328,387,0.692,0.095,0.097,3.1419,0.5842,0.5253,2.870,0.564,1.760,3.6645,7.3984,0.5670,,,1100572690856613760,104.5891885,63.6200035,42.210,0.810,-16.703,0.707,6.430,0.768,20.5355,115.01,0.69,21.1438,47.63,5.17,19.9310,84.48,6.37,,,,,,,,,,,,,,,,,,,,,,,21.00910,20.47830,20.28510,20.19180,,0.08078,0.03574,0.01519,0.03714,,,,,,,,7.857,0.189,0.172,5089,239,252,0.498,0.100,0.103,3.5041,0.3397,0.7101,0.260,0.894,0.899,660.1231,nan,649.7143,,,1132.3701340,6.535,0.404,0.00017420846701594512
WDWD Gaia EDR3 1100857773606637184,1100857773609165696,102.8214283,64.4333439,20.567,0.684,-113.216,0.971,7.594,0.951,20.7389,95.37,0.60,21.3263,40.26,4.93,20.0142,78.25,6.19,22.8759,21.5694,20.6453,20.4508,20.4961,0.2618,0.0461,0.0344,0.0396,0.1488,,,,,,,,,,,,,21.43590,20.65840,20.38740,20.27020,,0.01815,0.02448,0.01949,0.07214,,,,,,,,8.034,0.139,0.127,4845,169,163,0.600,0.084,0.081,7.1683,0.9939,0.6449,1.188,1.629,0.748,13.4377,122.2983,5.7560,,,1100857773606637184,102.8213383,64.4319919,21.930,0.543,-112.814,0.695,7.257,0.803,20.5911,109.27,0.54,21.1476,47.47,3.58,19.8256,93.09,6.70,23.2136,21.3770,20.5955,20.2620,20.1745,0.3379,0.0396,0.0328,0.0337,0.1118,,,,,,,,,,,,,21.15370,20.49330,20.27820,20.11050,,0.04957,0.03591,0.01309,0.03127,,,,,,,,7.807,0.125,0.132,4730,139,149,0.467,0.065,0.075,4.9417,0.8083,0.9387,-0.005,0.560,0.655,nan,nan,nan,,,658.2076130,7.398,0.614,1.1956193543054392e-06
WDWD Gaia EDR3 110661107987915264,110661103695631616,47.3832667,23.2006290,59.757,1.702,26.367,1.688,6.937,1.264,20.5708,111.34,1.16,20.4958,86.51,8.22,19.7415,100.59,10.41,,,,,,,,,,,,,,,,,,,,,,,20.97890,20.48450,20.25360,20.08440,20.03120,0.02358,0.01866,0.01934,0.06371,0.06652,,,,,,,8.257,0.268,0.243,5361,434,488,0.747,0.175,0.165,6.2113,0.6172,0.6690,3.220,1.313,2.227,6.5841,11.3653,0.7061,,,110661107987915264,47.3834759,23.1998964,62.510,2.075,26.592,1.653,10.525,1.789,20.5479,113.71,1.25,20.6913,72.26,14.14,20.1120,71.51,15.33,,,,,,,,,,,,,,,,,,,,,,,21.05540,20.50630,20.22630,20.08480,19.92550,0.03051,0.01235,0.01030,0.02952,0.05432,,,,,,,8.150,0.282,0.261,5119,397,471,0.675,0.174,0.177,6.4640,0.9328,0.7153,2.730,0.974,2.470,7.0678,657.8043,0.7975,,,335.3136014,8.131,1.032,5.0350477493417515e-54
WDWD Gaia EDR3 1106888216927349248,1106888216930179840,93.3730110,69.0881619,37.599,0.407,75.632,0.649,7.515,0.647,20.4855,120.43,0.55,20.6009,78.53,5.94,19.8303,92.69,4.94,,,,,,,,,,,,,,,,,,,,,,,21.04760,20.38910,20.14340,20.00470,19.90090,0.02822,0.03519,0.01546,0.04120,0.29548,,,,,,,7.782,0.179,0.173,5061,212,238,0.457,0.089,0.099,3.1285,0.2584,0.4161,-0.094,0.775,0.857,nan,nan,nan,,,1106888216927349248,93.3715350,69.0895150,38.745,0.343,76.104,0.556,6.168,0.605,20.3512,136.29,0.67,20.5218,84.47,4.52,19.4386,132.95,4.48,,,,,,,,,,,,,,,,,,,,,,,20.78710,20.11610,19.80480,19.64480,19.38350,0.02778,0.02289,0.01902,0.02292,0.09418,,,,,,,7.259,0.131,0.169,4758,147,166,0.237,0.037,0.059,2.0417,0.2040,0.1528,-2.003,0.324,0.517,nan,nan,nan,,,769.1621221,6.796,0.442,0.0001570703906464675
WDWD Gaia EDR3 1110980225543451776,1110980225543451776,117.6816098,73.0171425,-16.468,0.277,-35.831,0.351,3.545,0.379,19.8949,207.48,0.70,19.8784,152.78,5.99,19.7376,100.96,6.75,,,,,,,,,,,,,,,,,,,,,,,19.89900,19.98000,20.10780,20.15210,,0.02780,0.02246,0.02116,0.05613,,,,,,,,8.275,0.290,0.265,10013,1264,1836,0.772,0.185,0.175,0.9084,0.0706,0.0702,3.354,1.736,2.216,1.2398,6.9081,0.2323,,,1110980225544237056,117.6848305,73.0177232,-16.260,0.430,-36.076,0.595,3.570,0.675,20.4369,125.94,0.74,20.5164,84.89,6.80,20.0663,74.59,6.24,,,,,,,,,,,,,,,,,,,,,,,20.50960,20.48380,20.46760,20.63700,,0.05005,0.03457,0.01238,0.12660,,,,,,,,8.199,0.290,0.290,8285,965,1248,0.719,0.179,0.192,1.3777,0.1575,0.2866,3.065,1.076,2.552,1.8087,89.8284,0.3772,,,1120.8609449,3.551,0.330,7.751141770944331e-05
WDWD Gaia EDR3 1118373474875375488,1118373474875375488,129.6827953,69.2298951,16.792,0.190,-30.414,0.218,6.441,0.245,19.3833,332.39,0.73,19.5619,204.48,6.36,19.1659,170.91,8.57,,,,,,,,,,,,,,,,,,,,,,,19.46660,19.43570,19.51360,19.61530,19.60780,0.01775,0.01893,0.00894,0.02298,0.11027,,,,,,,8.435,0.076,0.079,8456,317,358,0.874,0.051,0.052,2.2074,0.1594,0.1146,3.851,0.723,0.272,2.4327,0.1671,0.1409,,,1118373474872904064,129.6827424,69.2290079,17.300,0.192,-30.342,0.222,6.547,0.236,19.4008,327.05,0.68,19.5101,214.47,10.36,19.2375,160.01,6.11,,,,,,,,,,,,,,,,,,,,,,,19.48070,19.46170,19.49260,19.53840,19.55790,0.00928,0.01053,0.00776,0.01118,0.11597,,,,,,,8.405,0.079,0.078,8342,327,344,0.855,0.053,0.052,2.1416,0.1685,0.1323,3.731,0.583,0.230,2.3875,0.1751,0.1541,,,491.7958530,6.496,0.170,0.00016316048621636296
WDWD Gaia EDR3 1118460924703171584,1118460924703171584,131.5019826,69.7423362,-224.892,0.061,-312.012,0.083,21.748,0.081,17.5485,1801.13,1.27,17.8820,960.77,7.61,17.0536,1196.00,8.53,,,,,,,,,,,,,,,,,,,,,,,17.93030,17.52240,17.41310,17.36970,17.37090,0.00654,0.00280,0.00486,0.00574,0.03051,16.619,15.550,16.281,0.142,0.000,0.000,8.018,0.038,0.038,5740,69,69,0.597,0.014,0.014,2.7315,0.0590,0.1026,1.141,0.218,0.143,9.8883,4.3379,3.1640,DC,this work,1118460924702185088,131.5001426,69.7415876,-227.330,0.083,-315.271,0.108,21.883,0.109,18.0618,1122.58,1.17,18.5311,528.43,9.09,17.4332,843.10,8.03,,,,,,,,,,,,,,,,,,,,,,,,,17.76450,,17.72690,,,0.00429,,0.05997,,,,,,,7.877,0.041,0.038,4952,59,59,0.507,0.023,0.021,4.5711,0.1975,0.1821,0.343,0.204,0.187,162.5708,1567.2679,81.3154,DC,this work,162.3666560,21.796,0.065,1.9205790507088887e-11
WDWD Gaia EDR3 1119372626000889600,1119372626000889600,143.1633291,71.0338859,-145.549,0.081,-9.347,0.100,8.221,0.087,17.7772,1459.02,1.43,17.8215,1015.84,8.86,17.7134,651.35,7.99,,,,,,,,,,,,,,,,,,,,,,,17.79490,17.87020,18.01640,18.17810,18.32010,0.00332,0.00464,0.00397,0.00340,0.03191,,,,,,,8.227,0.038,0.038,10900,239,252,0.743,0.025,0.024,0.6976,0.0079,0.0079,3.199,0.128,0.136,1.0769,0.0532,0.0406,,,1119372625999801472,143.1634274,71.0350357,-147.269,0.240,-7.839,0.313,8.243,0.266,19.5715,279.47,0.72,19.8811,152.40,6.20,19.0833,184.43,5.79,,,,,,,,,,,,,,,,,,,,,,,19.97120,19.57300,19.40550,19.37590,19.29770,0.02074,0.01595,0.00936,0.01504,0.05289,,,,,,,7.949,0.054,0.052,5850,96,102,0.557,0.032,0.031,2.3081,0.0829,0.0913,0.770,0.274,0.269,30.5465,66.8161,18.4189,,,503.5716515,8.223,0.082,1.7596504194048045e-09
WDWD Gaia EDR3 1131667154568866432,1131667154568866432,139.9742703,78.0992483,5.936,0.208,-20.147,0.241,6.771,0.193,19.3228,351.42,0.78,19.6435,189.67,7.01,19.1140,179.30,7.50,,,,,,,,,,,,,,,,,,,,,,,19.33480,19.24910,19.20300,19.32210,19.26640,0.01491,0.02591,0.02996,0.02307,0.03011,,,,,,,7.987,0.064,0.065,6931,175,192,0.584,0.037,0.040,1.5775,0.0477,0.0534,1.005,0.690,0.348,12.7893,36.3348,9.2459,,,1131667158862966656,139.9712977,78.0990950,5.245,0.255,-19.980,0.296,6.932,0.232,19.5782,277.76,0.71,19.8560,155.96,11.41,19.2234,162.11,14.03,,,,,,,,,,,,,,,,,,,,,,,,19.56150,19.54740,19.45230,19.31680,,0.02551,0.01213,0.02514,0.28192,,,,,,,7.942,0.112,0.108,6313,254,274,0.555,0.064,0.065,1.8749,0.1039,0.1135,0.757,0.838,0.567,31.6862,1244.2317,27.4452,,,332.7134329,6.837,0.148,9.26876079391711e-06
WDWD Gaia EDR3 1141846540594232192,1141846540594232064,114.0637350,79.6785967,12.479,0.113,-19.156,0.142,10.230,0.116,18.5515,715.07,1.00,18.7629,426.84,9.87,18.2103,412.15,7.17,,,,,,,,,,,,,,,,,,,,,,,18.75050,18.58640,18.55340,18.60450,18.60760,0.00852,0.03239,0.00550,0.01352,0.03580,,,,,,,8.096,0.038,0.039,6989,109,119,0.650,0.024,0.024,1.8252,0.0384,0.0389,2.384,0.341,0.462,2.7133,0.5428,0.2825,DAH,this work,1141846540594232192,114.0636162,79.6763368,13.220,0.030,-20.520,0.036,10.131,0.031,15.7929,9074.05,5.84,15.7240,7011.49,12.66,15.9685,3248.98,9.26,,,,,,,,,,,,,,,,,,,,,,,15.68440,15.98670,16.28530,16.54310,16.70690,0.00184,0.00288,0.00314,0.00569,0.00551,16.021,16.037,16.428,0.091,0.000,0.000,7.932,0.038,0.038,18530,346,366,0.583,0.014,0.014,0.0792,0.0027,0.0025,0.997,0.130,0.123,11.6206,6.7869,4.0705,DA,this work,802.5399685,10.138,0.030,7.610530697228327e-06
WDWD Gaia EDR3 1142943234723179136,1142943234723092864,103.1293587,80.8513436,-4.932,0.382,2.789,0.462,3.673,0.370,20.1398,165.58,0.68,20.1299,121.19,7.42,19.8417,91.72,6.98,,,,,,,,,,,,,,,,,,,,,,,20.17070,20.13910,20.19210,20.28250,,0.01263,0.03513,0.03159,0.06298,,,,,,,,8.317,0.173,0.170,8761,669,797,0.797,0.114,0.113,1.4462,0.1135,0.2224,3.478,0.907,0.660,1.7453,0.2745,0.2624,,,1142943234723179136,103.1386890,80.8471085,-4.552,0.329,3.268,0.421,4.533,0.320,20.0084,186.90,0.65,20.2500,108.49,4.08,19.7678,98.18,6.36,,,,,,,,,,,,,,,,,,,,,,,20.09230,20.07570,20.06140,20.36650,,0.02207,0.03163,0.03235,0.14042,,,,,,,,8.193,0.191,0.187,8400,658,776,0.715,0.120,0.124,1.3119,0.1074,0.1384,3.044,0.595,1.969,1.7513,8.4361,0.2239,,,3878.6646230,4.165,0.242,0.009741694950676979
WDWD Gaia EDR3 1165926910393567872,1165926910393568384,233.5103424,10.1736777,35.039,0.158,62.441,0.168,12.737,0.180,18.0932,1090.57,1.56,18.3566,620.56,10.21,17.6957,662.05,10.27,19.0346,18.3522,18.1146,18.0348,17.9911,0.0251,0.0069,0.0072,0.0081,0.0242,,,,,,,,,,,,,18.35560,18.09620,18.04880,18.04110,18.06090,0.00580,0.00541,0.00569,0.01081,0.01262,,,,,,,7.936,0.038,0.038,6535,78,78,0.553,0.014,0.014,1.7023,0.0337,0.0350,0.739,0.126,0.119,34.1610,25.2819,13.4096,DA,2020ApJ...898...84K,1165926910393567872,233.5075186,10.1702828,34.766,0.115,61.342,0.122,12.825,0.129,17.7496,1496.63,1.90,17.9404,910.42,10.43,17.4213,852.35,8.83,18.4915,17.9457,17.7810,17.7595,17.7620,0.0181,0.0057,0.0062,0.0071,0.0204,,,,,,,,,,,,,17.92940,17.77310,17.75750,17.76960,17.81370,0.00490,0.00452,0.00782,0.00513,0.01216,,,,,,,7.922,0.038,0.038,7142,86,86,0.547,0.015,0.015,1.3343,0.0231,0.0239,0.687,0.130,0.128,42.5467,31.7022,18.1052,DA,2013ApJS..204....5K,1234.4409780,12.795,0.105,4.436655763492651e-06
WDWD Gaia EDR3 1170774966397216384,1170774966397216384,230.0302230,13.5789893,20.248,0.631,-22.156,0.414,4.088,0.458,19.7774,231.19,1.00,19.2352,276.28,12.56,18.9600,206.61,7.36,19.6729,19.1956,19.1679,19.1986,19.2912,0.0349,0.0110,0.0135,0.0185,0.0692,,,,,,,,,,,,,19.30590,19.40620,19.44800,19.58530,19.57790,0.02311,0.01077,0.02315,0.04348,0.03459,,,,,,,7.859,0.151,0.155,8809,517,600,0.517,0.078,0.090,0.7322,0.0264,0.0301,0.423,0.685,0.783,141.4273,nan,132.7337,,,1170774966398183936,230.0302226,13.5792237,18.436,0.638,-23.518,0.426,4.643,0.554,19.9301,200.87,0.77,19.3000,260.26,20.64,18.8197,235.11,1.58,19.6729,19.1956,19.1679,19.1986,19.2912,0.0349,0.0110,0.0135,0.0185,0.0692,,,,,,,,,,,,,19.30590,19.40620,19.44800,19.58530,19.57790,0.02311,0.01077,0.02315,0.04348,0.03459,,,,,,,7.781,0.158,0.162,8422,498,567,0.475,0.077,0.089,0.7505,0.0272,0.0308,0.061,0.668,0.773,nan,nan,nan,,,195.5721538,4.314,0.353,3.4663580136805253e-06
WDWD Gaia EDR3 1202662482934564736,1202662487232814848,239.9308003,18.2875209,-118.682,0.355,-63.816,0.304,12.153,0.374,19.6840,251.96,0.85,20.1679,117.02,6.54,19.1074,180.38,5.33,22.8821,20.4694,19.6634,19.3529,19.2503,0.3740,0.0222,0.0164,0.0182,0.0606,,,,,,,,,,,,,20.38330,19.64500,19.34970,19.22060,19.10340,0.01855,0.01432,0.00534,0.01887,0.02351,,,,,,,7.912,0.043,0.040,4690,56,56,0.526,0.025,0.024,6.3157,0.2167,0.2107,0.502,0.213,0.207,101.1594,298.3900,58.6569,,,1202662482934564736,239.9291537,18.2870074,-117.872,0.282,-63.075,0.243,11.991,0.300,19.3728,335.60,0.93,19.8763,153.07,6.92,18.8055,238.21,6.51,22.1998,20.0273,19.3655,19.1197,19.0103,0.2100,0.0165,0.0135,0.0153,0.0489,,,,,,,,,,,,,19.89780,19.34280,19.09290,19.00470,18.93290,0.01215,0.01090,0.00371,0.01237,0.01712,,,,,,,7.889,0.039,0.038,4958,59,59,0.514,0.022,0.021,4.7015,0.2200,0.2180,0.402,0.193,0.181,160.4049,813.2498,91.0613,,,491.4599771,12.054,0.234,1.56122686546851e-06
