System_Name,source_id_1,ra_1,dec_1,pmra_1,pmra_error_1,pmdec_1,pmdec_error_1,parallax_1,parallax_error_1,phot_g_mean_mag_1,phot_g_mean_flux_1,phot_g_mean_flux_error_1,phot_bp_mean_mag_1,phot_bp_mean_flux_1,phot_bp_mean_flux_error_1,phot_rp_mean_mag_1,phot_rp_mean_flux_1,phot_rp_mean_flux_error_1,u_sdss_1,g_sdss_1,r_sdss_1,i_sdss_1,z_sdss_1,e_u_sdss_1,e_g_sdss_1,e_r_sdss_1,e_i_sdss_1,e_z_sdss_1,u_smap_1,v_smap_1,g_smap_1,r_smap_1,i_smap_1,z_smap_1,e_u_smap_1,e_v_smap_1,e_g_smap_1,e_r_smap_1,e_i_smap_1,e_z_smap_1,g_pstarr_1,r_pstarr_1,i_pstarr_1,z_pstarr_1,y_pstarr_1,e_g_pstarr_1,e_r_pstarr_1,e_i_pstarr_1,e_z_pstarr_1,e_y_pstarr_1,j_tmass_1,h_tmass_1,ks_tmass_1,e_j_tmass_1,e_h_tmass_1,e_ks_tmass_1,LoggH_1,e_LoggH_upper_1,e_LoggH_lower_1,TeffH_1,e_TeffH_upper_1,e_TeffH_lower_1,MassH_1,e_MassH_upper_1,e_MassH_lower_1,cool_ageH_1,e_cool_ageH_upper_1,e_cool_ageH_lower_1,init_mass_1,e_init_mass_upper_1,e_init_mass_lower_1,tot_age_1,e_tot_age_upper_1,e_tot_age_lower_1,sp_type_1,sp_type_source_1,source_id_2,ra_2,dec_2,pmra_2,pmra_error_2,pmdec_2,pmdec_error_2,parallax_2,parallax_error_2,phot_g_mean_mag_2,phot_g_mean_flux_2,phot_g_mean_flux_error_2,phot_bp_mean_mag_2,phot_bp_mean_flux_2,phot_bp_mean_flux_error_2,phot_rp_mean_mag_2,phot_rp_mean_flux_2,phot_rp_mean_flux_error_2,u_sdss_2,g_sdss_2,r_sdss_2,i_sdss_2,z_sdss_2,e_u_sdss_2,e_g_sdss_2,e_r_sdss_2,e_i_sdss_2,e_z_sdss_2,u_smap_2,v_smap_2,g_smap_2,r_smap_2,i_smap_2,z_smap_2,e_u_smap_2,e_v_smap_2,e_g_smap_2,e_r_smap_2,e_i_smap_2,e_z_smap_2,g_pstarr_2,r_pstarr_2,i_pstarr_2,z_pstarr_2,y_pstarr_2,e_g_pstarr_2,e_r_pstarr_2,e_i_pstarr_2,e_z_pstarr_2,e_y_pstarr_2,j_tmass_2,h_tmass_2,ks_tmass_2,e_j_tmass_2,e_h_tmass_2,e_ks_tmass_2,LoggH_2,e_LoggH_upper_2,e_LoggH_lower_2,TeffH_2,e_TeffH_upper_2,e_TeffH_lower_2,MassH_2,e_MassH_upper_2,e_MassH_lower_2,cool_ageH_2,e_cool_ageH_upper_2,e_cool_ageH_lower_2,init_mass_2,e_init_mass_upper_2,e_init_mass_lower_2,tot_age_2,e_tot_age_upper_2,e_tot_age_lower_2,sp_type_2,sp_type_source_2,sep_AU,wtd_par,e_wtd_par,R_chance_align
WDWD Gaia EDR3 5955205187952924800,5955176016527441280,265.3471611,-45.5157525,16.701,1.592,12.120,0.776,9.649,1.372,20.2022,156.34,1.62,19.6953,180.85,20.64,18.8179,235.50,5.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.964,0.659,0.695,5385,772,1653,0.561,0.311,0.454,3.1420,0.8059,1.4045,0.813,3.019,3.941,26.6157,nan,23.2879,,,5955205187952924800,265.3627016,-45.1757071,18.554,1.703,15.062,1.059,6.996,1.246,19.9164,203.42,3.12,20.2542,108.08,5.76,18.8700,224.47,6.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.469,0.353,0.487,4908,376,601,0.312,0.112,0.246,2.2965,0.5241,0.6479,-1.354,0.974,2.136,nan,nan,nan,,,149445.9412818,8.196,0.922,0.34594226049835647
WDWD Gaia EDR3 596380814917464832,596380810623312640,129.6066519,8.2267193,-36.772,1.001,29.848,0.744,6.636,0.920,20.5742,110.98,0.52,20.8375,63.15,4.47,20.1003,72.28,4.42,22.2520,21.1002,20.5683,20.3796,20.2813,0.2006,0.0380,0.0353,0.0495,0.1333,,,,,,,,,,,,,20.98090,20.56080,20.38430,20.29170,20.22700,0.02655,0.01626,0.01331,0.02549,0.18581,,,,,,,8.059,0.127,0.123,5518,194,204,0.620,0.077,0.080,3.7169,0.6045,0.6314,1.666,1.238,1.037,5.7871,52.8856,1.6876,,,596380814917464832,129.6074182,8.2280211,-36.075,0.869,29.296,0.592,5.655,0.878,20.3772,133.07,0.57,20.6576,74.53,5.18,19.8807,88.49,5.53,22.3016,20.9028,20.4124,20.3111,20.1265,0.2078,0.0326,0.0312,0.0468,0.1175,,,,,,,,,,,,,20.76060,20.35210,20.19600,20.10440,19.85940,0.01226,0.01168,0.01894,0.04992,0.16499,,,,,,,7.840,0.130,0.125,5375,171,180,0.491,0.069,0.073,2.5524,0.1897,0.2641,0.205,0.603,0.631,1104.8472,nan,1078.3455,,,885.8220078,6.123,0.635,0.0009481811820809841
WDWD Gaia EDR3 5970748502826086912,5970748502826086912,251.2978467,-39.3204595,35.491,0.369,16.178,0.298,7.766,0.322,19.3071,356.52,0.92,19.7260,175.80,7.40,18.7803,243.81,6.77,,,,,,,,,,,,,19.7733,19.3929,,,,,0.0375,0.0287,,,,,,,,,,,,,,,,,,,7.356,0.174,0.194,5441,209,256,0.278,0.056,0.077,1.4065,0.0912,0.1060,-1.647,0.491,0.669,nan,nan,nan,,,5970748502832332032,251.2995226,-39.3218820,34.884,1.281,17.803,0.974,7.050,0.956,20.4161,128.39,0.86,20.7387,69.17,5.66,19.3545,143.67,8.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.320,0.220,0.319,4482,272,316,0.254,0.054,0.129,2.6819,0.7847,0.5706,-1.856,0.471,1.121,nan,nan,nan,,,900.5931611,7.694,0.305,0.00012507707241788185
WDWD Gaia EDR3 5983258917902962304,5983258913595550464,242.2662423,-49.6529838,1.163,0.388,17.611,0.220,6.781,0.367,19.1338,418.22,0.77,19.1229,306.36,4.48,18.8096,237.30,8.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.382,0.141,0.132,9587,629,688,0.841,0.094,0.087,1.2675,0.0755,0.1327,3.666,1.092,0.406,1.5257,0.1271,0.1847,,,5983258917902962304,242.2652716,-49.6531365,0.613,0.150,17.917,0.100,6.567,0.144,18.0232,1163.21,1.43,18.0510,822.25,5.58,18.0450,479.90,4.31,,,,,,,,,,,,,17.7271,17.9569,,18.1146,,,0.0496,0.0238,,0.0984,,,,,,,,,,,,,,,,,8.291,0.071,0.081,14097,907,1086,0.790,0.047,0.054,0.3889,0.0290,0.0294,3.445,0.202,0.279,0.6956,0.0903,0.0537,,,353.0138947,6.596,0.134,0.000324954309884093
WDWD Gaia EDR3 598342305009172224,598342305006954496,131.0312410,10.3528275,7.678,0.621,1.464,0.447,3.571,0.632,20.1721,160.74,0.73,20.1681,117.00,6.25,20.0180,77.97,6.24,20.6515,20.2242,20.2401,20.2817,20.5895,0.0525,0.0181,0.0221,0.0276,0.1133,,,,,,,,,,,,,20.20540,20.23870,20.32320,20.29690,20.01170,0.01923,0.01344,0.02661,0.05759,0.18901,,,,,,,8.417,0.187,0.178,9356,828,951,0.864,0.124,0.116,1.4870,0.1622,0.2294,3.778,1.667,0.552,1.7240,0.2102,0.2706,,,598342305009172224,131.0305694,10.3538001,9.694,0.684,1.013,0.454,4.293,0.610,20.0762,175.58,0.72,20.0948,125.17,6.02,19.9623,82.08,6.43,20.5130,20.1079,20.1468,20.1957,20.3165,0.0476,0.0168,0.0207,0.0259,0.0913,,,,,,,,,,,,,20.12500,20.15130,20.30100,20.28250,20.04160,0.01196,0.01046,0.02651,0.07345,0.10441,,,,,,,8.335,0.182,0.181,9242,764,924,0.810,0.120,0.119,1.2920,0.1015,0.1714,3.531,1.172,0.672,1.5787,0.2621,0.2298,,,1072.9502222,3.945,0.439,0.02769965669383396
WDWD Gaia EDR3 5983509709634084480,5983509709624531968,241.6793880,-48.9569679,-40.476,0.438,-67.197,0.308,8.058,0.374,19.7235,242.97,0.71,20.1323,120.91,7.76,19.3782,140.56,9.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.402,0.193,0.189,6492,473,590,0.849,0.130,0.124,4.2236,0.4617,0.1811,3.703,1.657,0.598,4.4747,0.4901,0.2378,,,5983509709634084480,241.6794198,-48.9562958,-42.557,0.424,-70.009,0.296,9.488,0.359,19.6224,266.67,0.68,19.9667,140.84,5.44,19.1454,174.18,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.166,0.142,0.143,6147,293,360,0.692,0.091,0.095,3.2156,0.6101,0.5265,2.867,0.544,1.725,3.7394,6.6466,0.5666,,,274.9817166,8.803,0.259,0.00043817504519825785
WDWD Gaia EDR3 5986465574850857472,5986465574850857472,233.5599170,-48.9179234,-18.981,0.095,-4.447,0.090,5.071,0.102,17.6755,1602.36,1.89,17.6460,1194.03,9.07,17.7365,637.63,8.96,,,,,,,,,,,17.4606,,17.5185,17.6584,17.9109,,0.0299,,0.0211,0.0267,0.0402,,,,,,,,,,,,,,,,,,8.164,0.055,0.052,19613,827,842,0.720,0.035,0.034,0.1096,0.0052,0.0057,3.072,0.187,0.243,0.5380,0.1150,0.0680,,,5986465540518215168,233.5580295,-48.9182170,-19.576,0.345,-3.711,0.313,5.821,0.353,19.5169,293.89,0.91,19.5686,203.23,4.57,19.1691,170.42,11.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.179,0.205,0.207,8758,701,869,0.707,0.128,0.137,1.1518,0.0978,0.1182,2.987,0.650,2.097,1.6148,16.7632,0.2317,,,894.7284350,5.129,0.098,0.000556330353080375
WDWD Gaia EDR3 5994716035209781632,5994716035209781632,239.5477417,-43.2149590,-16.018,0.357,-36.204,0.243,6.244,0.329,19.4024,326.59,0.77,19.5644,204.02,5.22,19.1709,170.13,4.76,,,,,,,,,,,,,19.4893,19.4736,,,,,0.0314,0.0232,,,,,,,,,,,,,,,,,,,8.404,0.187,0.175,8561,725,837,0.854,0.125,0.114,1.9424,0.3017,0.2384,3.730,1.629,0.544,2.1885,0.3318,0.2811,,,5994716035209783552,239.5458775,-43.2150802,-16.965,0.383,-34.435,0.264,6.890,0.358,19.5233,292.17,0.78,19.7917,165.48,5.97,19.2432,159.17,5.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.195,0.185,0.195,7457,557,681,0.715,0.117,0.130,1.8271,0.1874,0.4058,3.038,0.583,2.022,2.2684,10.3627,0.4418,,,750.9028166,6.539,0.242,0.0006982720404150968
WDWD Gaia EDR3 5995568156744641408,5995568156721722752,238.6120015,-42.2775701,1.973,0.188,-39.140,0.131,9.537,0.188,18.4146,811.14,1.33,18.3354,632.79,8.72,18.5169,310.74,6.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.238,0.045,0.038,18197,1039,813,1.283,0.014,0.012,1.0169,0.0587,0.0936,8.488,0.140,0.122,1.0526,0.0587,0.0936,,,5995568156744641408,238.6128830,-42.2780554,2.643,0.112,-41.053,0.077,9.727,0.109,17.4545,1964.02,2.34,17.4586,1419.03,6.59,17.4864,802.80,5.86,,,,,,,,,,,17.1851,17.6433,17.3395,17.4501,17.7085,18.1054,0.1053,0.0252,0.0611,0.0199,0.0570,0.0486,,,,,,,,,,,,,,,,,8.518,0.038,0.038,13601,424,416,0.935,0.019,0.019,0.6250,0.0219,0.0253,4.762,0.131,0.305,0.7545,0.0324,0.0267,,,302.3738500,9.679,0.094,4.929255959132982e-06
WDWD Gaia EDR3 5998049513957889536,5998049513967312512,239.4797304,-38.5458134,-71.914,0.197,-136.273,0.165,22.489,0.175,18.2272,963.94,1.22,18.7773,421.20,6.92,17.5623,748.59,5.93,,,,,,,,,,,,,18.7509,18.2391,17.9202,17.6944,,,0.0078,0.0235,0.0178,0.0149,,,,,,,,,,,,,,,,,7.810,0.041,0.039,4684,56,56,0.469,0.022,0.022,5.1815,0.2642,0.2757,0.006,0.191,0.188,nan,nan,nan,,,5998049513957889536,239.4824072,-38.5460503,-69.982,0.148,-136.232,0.122,22.270,0.131,17.8676,1342.48,1.35,18.2875,661.35,6.63,17.2028,1042.37,5.22,,,,,,,,,,,,,18.2283,17.7547,17.5406,17.4506,,,0.0132,0.0225,0.0138,0.0099,,,,,,,,,,,,,,,,,7.767,0.038,0.038,5035,60,60,0.449,0.016,0.016,3.1372,0.0596,0.0607,-0.165,0.143,0.140,nan,nan,nan,,,339.3894834,22.349,0.105,3.848819926131548e-06
WDWD Gaia EDR3 6002657567182879616,6002657567182879616,232.3123801,-40.9245449,-121.983,0.160,-147.346,0.121,13.423,0.150,18.0810,1102.93,1.46,18.2236,701.44,7.39,17.8523,573.10,9.43,,,,,,,,,,,,,18.0289,18.0675,18.1452,18.2506,,,0.0300,0.0355,0.0131,0.0280,,,,,,,,,,,,,,,,,8.525,0.043,0.041,8193,175,174,0.932,0.028,0.027,2.8805,0.0375,0.0303,4.729,0.272,0.444,3.0123,0.0534,0.0348,,,6002657567182879104,232.3140076,-40.9241990,-124.594,0.204,-148.803,0.153,13.636,0.190,18.5154,739.23,1.26,18.7229,442.84,10.34,18.1711,427.27,9.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.449,0.067,0.065,6921,207,224,0.881,0.045,0.043,3.9360,0.0766,0.0610,3.915,0.673,0.264,4.1517,0.0889,0.0956,,,340.5075648,13.505,0.118,3.915414504002079e-06
WDWD Gaia EDR3 6004012818350661504,6004012818340262528,230.1185738,-42.2576906,8.836,0.617,12.420,0.556,7.006,0.541,20.0302,183.18,0.89,20.4130,93.37,9.73,19.7015,104.36,10.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.361,0.241,0.232,6431,560,725,0.821,0.160,0.153,4.0682,0.8050,0.2312,3.575,1.810,0.923,4.3447,0.8906,0.2933,,,6004012818350661504,230.1188374,-42.2568078,7.614,0.075,13.210,0.060,7.174,0.065,16.7472,3767.65,3.61,16.6935,2870.98,12.40,16.8916,1388.43,6.59,,,,,,,,,,,16.7524,16.8452,16.7036,16.8706,17.2188,17.5051,0.0094,0.0226,0.0222,0.0132,0.0074,0.0286,,,,,,,,,,,,,,,,,7.925,0.038,0.038,16842,363,366,0.575,0.016,0.017,0.1165,0.0033,0.0036,0.928,0.143,0.144,14.9866,11.7833,5.9015,,,453.8116198,7.172,0.064,8.834892298237436e-05
WDWD Gaia EDR3 6006564853557521920,6006564853557521920,232.1843471,-38.0876560,1.612,1.745,-0.595,1.597,19.658,1.607,19.7762,231.46,3.73,19.7139,177.77,7.65,18.7014,262.17,7.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.564,0.341,0.284,5164,561,624,0.952,0.230,0.169,8.8465,2.2665,0.8784,4.878,2.604,1.466,8.9686,2.2747,0.8818,,,6006633985350661376,231.6709014,-37.7826153,2.069,1.669,-4.928,1.331,13.591,1.402,20.1662,161.62,1.30,20.7498,68.47,6.73,18.7740,245.22,6.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,,,,,112583.6946456,16.212,1.056,1.0
WDWD Gaia EDR3 6010197158941961856,6010197158941961856,239.8554544,-37.7391697,6.161,0.125,14.041,0.089,10.602,0.103,17.6883,1583.49,1.60,17.8057,1030.73,7.55,17.4766,810.10,6.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.049,0.056,0.055,8756,206,212,0.626,0.034,0.034,0.9484,0.0180,0.0199,1.918,0.617,0.845,2.3850,7.4571,0.6883,,,6010197158928715648,239.8561420,-37.7390513,5.720,0.394,16.134,0.279,10.475,0.322,19.4941,300.12,0.82,19.6778,183.78,19.67,18.7422,252.52,6.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.445,0.191,0.198,4722,200,228,0.301,0.067,0.086,2.6601,0.2569,0.1644,-1.451,0.584,0.749,nan,nan,nan,,,189.1586705,10.590,0.098,2.297914636229116e-06
